UEI,Start Date,End Date,Duration(Days),Main Cause,Location,Districts,State,Latitude,Longitude,Severity,Area Affected,Human fatality,Human injured,Human Displaced,Animal Fatality,Description of Casualties/injured,Extent of damage ,Event Source,Event Souce ID,year
UEI-EM-DAT-FL-2000-0005,2000-09-18,2000-10-21,33,Riverine flood,"Birbhum, Bardhaman, Murshidabad, Maldah districts (West Bengal province), Dumka, Sahibganj, Deoghar districts (Jharkhand province), Banka, Bhagalpur, Munger, Sheikhpura districts (Bihar province)",,,,,,,,,,,,,EM-DAT,2000-0610,2000
UEI-EM-DAT-FL-2000-0006,2000-10-19,2000-10-19,0,,North 24 Parganas district (West Bengal province),,,,,,,,,,,,,EM-DAT,2000-0738,2000
UEI-EM-DAT-FL-2001-0001,2001-06-05,2001-06-22,17,Riverine flood,"Silchar city (Cachar district, Assam province), Patharkandi village (Karimganj district, Assam province), West Tripura district (Tripura province)",,,,,,,,,,,,,EM-DAT,2001-0243,2001
UEI-EM-DAT-FL-2001-0002,2001-07-08,2001-07-10,2,Riverine flood,"Marshagal, Mahakalpada villages (Kendrapara district, Orissa province), Kakatpur, Astaranga, Kanas, Delanga villages (Puri district, Orissa province), Banki, Kantapada villages (Cuttack district, Orissa province), Balipatna villages (Khordha district, Orissa province), Atharmalik villages (Angul district, Orissa province), Jajpur, Jagatsinghpur, Kalahandi, Koraput, Bolangir, Nayagarh, Baleshwar, Bhadrak districts (Orissa province), Dhamtari, Raipur, Mahasamund, Janjgir-Champa, Raigarh districts (Chhattisgarh province)",,,,,,,,,,,,,EM-DAT,2001-0332,2001
UEI-EM-DAT-FL-2001-0003,/06/2001,/06/2001,Diffing the dates,,"Hosdurg borough (Kanhangad city, Kasaragod district, Kerala province), Vertak Nagar area (Thane district, Maharashtra province), Bhandup area (Mumbai Suburban district, Maharashtra province)",,,,,,,,,,,,,EM-DAT,2001-0349,2001
UEI-EM-DAT-FL-2001-0004,2001-07-04,2001-07-16,12,Riverine flood,"Idukki, Kottayam, Pattanamtitta, Kollam, Alappuzha districts (Kerala province)",,,,,,,,,,,,,EM-DAT,2001-0387,2001
UEI-EM-DAT-FL-2001-0005,/08/2001,/08/2001,Diffing the dates,Riverine flood,"Aurangabad, Bhojpur, Gopalganj, Jehanabad, Muzaffarpur, Nalanda, Pashchim Champaran, Patna, Purba Champaran, Rohtas, Saran, Sitamarhi, Siwan, Vaishali districts (Bihar province)",,,,,,,,,,,,,EM-DAT,2001-0465,2001
UEI-EM-DAT-FL-2001-0006,/08/2001,/08/2001,Diffing the dates,,Delhi province,,,,,,,,,,,,,EM-DAT,2001-0502,2001
UEI-EM-DAT-FL-2001-0007,2001-08-20,2001-08-20,0,,"Gopalganj, Purba Champaran, Pashchim Champaran, Muzaffarpur, Vaishali, Saran districts (Bihar province)",,,,,,,,,,,,,EM-DAT,2001-0515,2001
UEI-EM-DAT-FL-2001-0008,/09/2001,/09/2001,Diffing the dates,Flash flood,"Saran, Gopalganj, Purba Champaran, Madhubani districts (Bihar province), Uttar Pradesh province",,,,,,,,,,,,,EM-DAT,2001-0527,2001
UEI-EM-DAT-FL-2001-0009,2001-09-07,2001-09-24,17,,"Saran, Gopalganj districts (Bihar province)",,,,,,,,,,,,,EM-DAT,2001-0794,2001
UEI-EM-DAT-FL-2002-0001,2002-06-21,2002-08-28,68,Riverine flood,"Barpeta, Bongaigaon, Cachar, Darrang, Dhemaji, Dhuburi, Dibrugarh, Goalpara, Golaghat, Jorhat, Kamrup, Karimganj, Kokrajhar, Lakhimpur, Marigaon, Nagaon, Nalbari, Sibsagar, Sonitpur, Tinsukia districts (Assam province), Araria, Begusarai, Bhagalpur, Darbhanga, Gopalganj, Katihar, Khagaria, Kishanganj, Madhepura, Madhubani, Muzaffarpur, Nalanda, Pashchim Champaran, Patna, Pruba Champaran, Purnia, Saharsa, Samastipur, Saran, Sheikhpura, Sheohar, Sitamarhi, Siwan, Supaul districts (Bihar province), Lahul and Spiti district (Himachal Pradesh province), Balaghat district (Madhya Pradesh province), Tehri Garhwal district (Uttarakhand province), Adilabad, Khammam, Karimnagar districts (Andhra Pradesh province), Jalpaiguri, Kochbihar, Darjiling districts (West Bengal province), Meghalaya, Tripura, Arunachal Pradesh, Gujarat, Kerala, Manipur, Maharashrta provinces ",,,,,,,,,,,,,EM-DAT,2002-0374,2002
UEI-EM-DAT-FL-2002-0002,2002-08-11,2002-08-13,2,Riverine flood,"Tehri Garhwal district (Uttaranchal province), Bihar, Assam, Manipur provinces",,,,,,,,,,,,,EM-DAT,2002-0490,2002
UEI-EM-DAT-FL-2002-0003,2002-08-20,2002-08-20,0,Riverine flood,Balaghat district (Madhya Pradesh province),,,,,,,,,,,,,EM-DAT,2002-0539,2002
UEI-EM-DAT-FL-2002-0004,2002-09-03,2002-09-06,3,Riverine flood,"Bharuch district (Gujarat province), Jalgaon, Nasik districts (Maharashtra province)",,,,,,,,,,,,,EM-DAT,2002-0568,2002
UEI-EM-DAT-FL-2002-0005,2002-10-10,2002-10-16,6,Riverine flood,"Kannur, Kasaragod, Kozhikode, Malappuram, Thiruvananthapuram districts (Kerala province)",,,,,,,,,,,,,EM-DAT,2002-0650,2002
UEI-EM-DAT-FL-2002-0006,2002-10-01,2002-10-01,0,,"Chennai, Coimbatore, Cuddalore districts (Tamil Nadu province",,,,,,,,,,,,,EM-DAT,2002-0729,2002
UEI-EM-DAT-FL-2003-0001,2003-06-11,2003-10-10,121,Riverine flood,"Assam, Bihar, Tripura, West Bengal provinces",,,,,,,,,,,,,EM-DAT,2003-0283,2003
UEI-EM-DAT-FL-2003-0002,2003-07-15,2003-09-01,48,Riverine flood,"Khavda, Banni, Natkharana, Lakhpat villages (Kachchh district, Gujarat province)",,,,,,,,,,,,,EM-DAT,2003-0387,2003
UEI-EM-DAT-FL-2003-0003,2003-08-27,2003-10-20,54,Riverine flood,"Cuttack, Jagatsinghpur, Kendrapara, Jajpur, Puri, Bolangir, Sonepur, Kalahandi, Rayagada, Gajapati, Baragarh, Koraput, Nayagarh, Ganjam, Angul districts (Orissa province)",,,,,,,,,,,,,EM-DAT,2003-0683,2003
UEI-EM-DAT-FL-2003-0004,2003-07-16,2003-07-16,0,Flash flood,Kullu district (Himachal Pradesh province),,,,,,,,,,,,,EM-DAT,2003-0719,2003
UEI-EM-DAT-FL-2003-0005,2003-08-07,2003-08-07,0,Flash flood,"Solang village (Kullu district, Himachal Pradesh)",,,,,,,,,,,,,EM-DAT,2003-0720,2003
UEI-EM-DAT-FL-2003-0006,2003-09-10,2003-09-10,0,Riverine flood,Uttar Pradesh province,,,,,,,,,,,,,EM-DAT,2003-0775,2003
UEI-EM-DAT-FL-2004-0001,2004-04-10,2004-04-14,4,Riverine flood,"Leimapokpam, Thiyam, Lourembam, Nambol Laitonjam villages (Bishnupur district, Manipur province), Na-Orem, Pukhrambam, Sanjenbam villages (West Imphal district, Manipur province), Oinam, Khangabok villages (Thoubal district, Manipur province)",,,,,,,,,,,,,EM-DAT,2004-0178,2004
UEI-EM-DAT-FL-2004-0002,2004-06-20,/08/2004,Diffing the dates,Riverine flood,"Darbhanga, Madhubani, Sitamarhi, Banka, Bhagalpur, Muzaffarpur, Sheohar districts (Bihar province), West Tripura, South Tripura districts (Tripura province), Kamrup, Nalbari, Darrang, Sonitpur, Dhemaji, Lakhimpur districts (Assam province), Gujarat, Jammu and Kashmir provinces",,,,,,,,,,,,,EM-DAT,2004-0298,2004
UEI-EM-DAT-FL-2004-0003,2004-06-09,2004-06-11,2,Riverine flood,"Wayanad, Kozhikode, Kannur, Kasaragod districts (Kerala province)",,,,,,,,,,,,,EM-DAT,2004-0321,2004
UEI-EM-DAT-FL-2004-0004,2004-09-20,2004-09-22,2,Flash flood,"Uttar Pradesh, Himachal Pradesh provinces",,,,,,,,,,,,,EM-DAT,2004-0489,2004
UEI-EM-DAT-FL-2004-0005,2004-10-07,2004-10-18,11,Flash flood,"Goalpara district (Assam province), Meghalaya, Arunachal Pradesh, West Bengal provinces",,,,,,,,,,,,,EM-DAT,2004-0509,2004
UEI-EM-DAT-FL-2004-0006,2004-08-01,2004-09-08,38,Riverine flood,"Uttarakhand, Gujarat, Maharashtra, Punjab, Haryana, Rajasthan provinces",,,,,,,,,,,,,EM-DAT,2004-0734,2004
UEI-EM-DAT-FL-2005-0001,2005-05-27,2005-05-27,0,Riverine flood,Mokokchung district (Nagaland province),,,,,,,,,,,,,EM-DAT,2005-0314,2005
UEI-EM-DAT-FL-2005-0002,2005-06-28,2005-07-15,17,Riverine flood,"Surat, Valsad, Navsari, Bharuch, Vadodara, Surendranagar, The Dangs, Ahmedabad, Anand, Kheda, Amreli, Bhavnagar, Junagadh, Rajkot, Narmada, Jamnagar, Gandhinagar, Sabarkantha districts (Gujarat province)",,,,,,,,,,,,,EM-DAT,2005-0335,2005
UEI-EM-DAT-FL-2005-0003,2005-07-09,2005-07-09,0,Riverine flood,"Digras, Nandgavan villages (Yavatmal district, Maharashtra province)",,,,,,,,,,,,,EM-DAT,2005-0354,2005
UEI-EM-DAT-FL-2005-0004,2005-06-26,2005-06-29,3,Riverine flood,"Sangla, Kalpa, Yangthang, Sumdo, Khab, Karcham, Leo, Akpa, Kharo villages (Kinnaur district, Himachal Pradesh province), Rampur Bushahr village (Shimla district, Himachal Pradesh province), Kullu, Bilaspur, Mandi districts (Himachal Pradesh)",,,,,,,,,,,,,EM-DAT,2005-0361,2005
UEI-EM-DAT-FL-2005-0005,2005-07-07,2005-07-28,21,Riverine flood,"Yingkiong village (Upper Siang (70051) district, Arunachal Pradesh province), Seppa village (East Kameng (70040) district, Arunachal Pradesh province), Anini village (70050 district, Arunachal Pradesh province), Dibrugarh, Sonitpur, Sibsagar, Dhemaji, Tinsukia, Karimganj, Lakhimpur, Jorhat, Morigaon, Dhuburi, Goalpara, Barpeta districts (Assam province), Bahraich, Shravasti, Banda, Ballia, Lakhimpur Kheri, Kanpur, Varanasi, Mainpuri districts (Uttar Pradesh province), Haridwar, Uttarkashi, Naini Tal, Dehran Dun districts (Uttarakhand province), Muzaffarpur, Darbhanga, Madhubani districts (Bihar province), Birbhum district (West Bengal province)",,,,,,,,,,,,,EM-DAT,2005-0375,2005
UEI-EM-DAT-FL-2005-0006,2005-07-02,2005-07-15,13,Riverine flood,"Ashoknagar, Chhatarpur, Damoh, Jabalpur, Katni, Narsinghpur, Panna, Rewa, Sagar, Satna districts (Madhya Pradesh province)",,,,,,,,,,,,,EM-DAT,2005-0398,2005
UEI-EM-DAT-FL-2005-0007,2005-07-10,2005-07-10,0,Riverine flood,"Adilabad, Hyderabad, Karimnagar, Khammam, Mahbubnagar, Medak, Nalgonda, Nizamabad, Rangareddi, Warangal, East Godavari, Guntur, Krishna, Nellore, Prakasam, Srikakulam, Vishakhapatnam, Vizianagaram, West Godavari districts (Andhra Pradesh province)",,,,,,,,,,,,,EM-DAT,2005-0399,2005
UEI-EM-DAT-FL-2005-0008,2005-07-24,2005-08-05,12,Riverine flood,"Gujarat, Madhya Pradesh, Maharashtra, Goa, Orissa, Karnataka, Himachal Pradesh, Jammu and Kashmir provinces",,,,,,,,,,,,,EM-DAT,2005-0409,2005
UEI-EM-DAT-FL-2005-0009,2005-08-26,2005-08-28,2,Flash flood,Azamgarh district (Uttar Pradesh province),,,,,,,,,,,,,EM-DAT,2005-0471,2005
UEI-EM-DAT-FL-2005-0010,2005-07-23,2005-08-16,24,Riverine flood,"Karnataka, Andhra Pradesh provinces",,,,,,,,,,,,,EM-DAT,2005-0504,2005
UEI-EM-DAT-FL-2005-0011,2005-09-16,2005-09-19,3,Riverine flood,"Himachal Pradesh, Uttar Pradesh, Uttarakhand provinces",,,,,,,,,,,,,EM-DAT,2005-0539,2005
UEI-EM-DAT-FL-2005-0012,2005-09-14,2005-09-20,6,Riverine flood,"Raj Nandgaon, Durg districts (Chhattisgarh province), Baleshwar, Bhadrak, Jajpur districts (Orissa province), Bhandara, Gondiya, Nagpur districts (Maharashtra province), Balaghat, Katni, Jabalpur, Seoni districts (Madhya Pradesh province)",,,,,,,,,,,,,EM-DAT,2005-0541,2005
UEI-EM-DAT-FL-2005-0013,2005-10-21,2005-10-24,3,Riverine flood,"East Midnapore, South 24 Parganas, Barddhaman, Nadia districts (West Bengal province), Baleshwar district (Orissa province)",,,,,,,,,,,,,EM-DAT,2005-0599,2005
UEI-EM-DAT-FL-2005-0014,2005-09-22,2005-10-11,19,Riverine flood,"Surat, Vadodara, Bhavnagar, Panch Mahals, Narmada districts (Gujarat province)",,,,,,,,,,,,,EM-DAT,2005-0603,2005
UEI-EM-DAT-FL-2005-0015,2005-10-23,2005-11-13,21,Riverine flood,"Salem, Namakkal, Karur, Erode, Tiruchchirappalli, Vellore, Perambalur, Nagapattinam, Kanniyakumari, Dharmapuri, Madurai, Villupuram, Chennai, Cuddalore districts (Tamil Nadu province), Karaikal district (Puducherry province), Bangalore Rural, Bangalore Urban, Mysore districts (Karnataka province), Nellore, Chittoor, Vishakhapatnam, Srikakulam, Vizianagaram, Cuddapah districts (Andhra Pradesh province), West Bengal, Orissa provinces",,,,,,,,,,,,,EM-DAT,2005-0627,2005
UEI-EM-DAT-FL-2005-0016,2005-12-02,2005-12-03,1,Riverine flood,Tamil Nadu province,,,,,,,,,,,,,EM-DAT,2005-0677,2005
UEI-EM-DAT-FL-2005-0017,2005-07-05,2005-08-14,40,Riverine flood,"Himachal Pradesh, Punjab, Jammu and Kashmir, Haryana provinces",,,,,,,,,,,,,EM-DAT,2005-0746,2005
UEI-EM-DAT-FL-2006-0001,2006-04-15,2006-04-18,3,Flash flood,"Adilabad, Hyderabad, Karimnagar, Khammam, Mahbubnagar, Medak, Nalgonda, Nizamabad, Rangareddi, Warangal, Srikakulam, Krishna districts (Andhra Pradesh province)",,,17.43,82.81,,,,,,,,,EM-DAT,2006-0207,2006
UEI-EM-DAT-FL-2006-0002,2006-05-31,2006-07-24,54,Riverine flood,"Assam, Tripura provinces",,,26.6,94.02,,,,,,,,,EM-DAT,2006-0262,2006
UEI-EM-DAT-FL-2006-0003,2006-05-25,2006-06-02,8,Riverine flood,Kerala province,,,10.54,76.05,,,,,,,,,EM-DAT,2006-0263,2006
UEI-EM-DAT-FL-2006-0004,2006-05-31,2006-06-04,4,Riverine flood,"Maharashtra, Gujarat provinces",,,18.73,75.23,,,,,,,,,EM-DAT,2006-0265,2006
UEI-EM-DAT-FL-2006-0005,2006-06-24,2006-06-27,3,Riverine flood,"Ballia, Chandauli districts (Uttar Pradesh province)",,,25.62,83.67,,,,,,,,,EM-DAT,2006-0342,2006
UEI-EM-DAT-FL-2006-0006,2006-07-04,2006-07-07,3,Riverine flood,"Navsari, The Dangs districts (Gujarat)",,,22.41,71.31,,,,,,,,,EM-DAT,2006-0369,2006
UEI-EM-DAT-FL-2006-0007,2006-07-03,2006-07-08,5,Riverine flood,"Gajapati, Rayagada districts (Orissa province)",,,19.17,83.65,,,,,,,,,EM-DAT,2006-0370,2006
UEI-EM-DAT-FL-2006-0008,2006-07-24,2006-08-22,29,Riverine flood,Jammu and Kashmir provinces,,,34.61,73.2,,,,,,,,,EM-DAT,2006-0389,2006
UEI-EM-DAT-FL-2006-0009,2006-07-28,2006-09-12,46,Riverine flood,"Andhra Pradesh, Gujarat, Maharashtra, Chhattisgarh, Rajasthan, Madhya Pradesh, Orissa, Karnataka provinces",,,20.19,73.82,,,,,,,,,EM-DAT,2006-0417,2006
UEI-EM-DAT-FL-2006-0010,/08/2006,/08/2006,Diffing the dates,Riverine flood,Gujarat province,,,,,,,,,,,,,EM-DAT,2006-0443,2006
UEI-EM-DAT-FL-2006-0011,2006-08-18,2006-09-02,15,Riverine flood,"Barmer, Jaisalmer, Kota, Udaipur districts (Rajasthan province)",,,,,,,,,,,,,EM-DAT,2006-0469,2006
UEI-EM-DAT-FL-2006-0012,2006-08-31,2006-09-11,11,Flash flood,Jammu and Kashmir provinces,,,32.89,73.88,,,,,,,,,EM-DAT,2006-0548,2006
UEI-EM-DAT-FL-2006-0013,2006-08-29,2006-09-04,6,Riverine flood,"Balrampur, Bahraich, Lakhimpur Kheri, Shravasti, Gonda, Bara Banki districts (Uttar Pradesh province)",,,27.59,81.52,,,,,,,,,EM-DAT,2006-0549,2006
UEI-EM-DAT-FL-2006-0014,2006-10-26,2006-11-04,9,Riverine flood,"Tamil Nadu, Andhra Pradesh provinces",,,14.13,79.93,,,,,,,,,EM-DAT,2006-0601,2006
UEI-EM-DAT-FL-2006-0015,2006-08-01,2006-09-10,40,Riverine flood,"Orissa, Andhra Pradesh, Chhattisgarh provinces",,,18.1,81.53,,,,,,,,,EM-DAT,2006-0712,2006
UEI-EM-DAT-FL-2006-0016,2006-03-09,2006-03-10,1,Riverine flood,"Madhya Pradesh, Maharashtra, Rajasthan provinces",,,,,,,,,,,,,EM-DAT,2006-0731,2006
UEI-EM-DAT-FL-2006-0017,2006-10-01,2006-10-01,0,Flash flood,Madhya Pradesh province,,,,,,,,,,,,,EM-DAT,2006-0734,2006
UEI-EM-DAT-FL-2007-0001,2007-06-18,2007-06-26,8,Riverine flood,"Lakhimpur, Dhemaji, Cachar, Karimganj, Hailakandi, Darrang, Dibrugarh districts (Assam province)",,,26.26,94.02,,,,,,,,,EM-DAT,2007-0225,2007
UEI-EM-DAT-FL-2007-0002,2007-07-01,2007-07-13,12,Riverine flood,"Junagadh district (Daman and Diu province), Amreli, Bhavnagar, Jamnagar, Junagadh, Porbandar, Rajkot, Surendranagar districts (Gujarat province), Rajasthan, Madhya Pradesh",,,22.02,72.25,,,,,,,,,EM-DAT,2007-0238,2007
UEI-EM-DAT-FL-2007-0003,2007-07-01,2007-07-06,5,Riverine flood,"Amravati, Mumbai City, Mumbai Suburban, Raigarh, Ratnagiri, Sindhudurg, Thane districts (Maharashtra province)",,,21.03,77.52,,,,,,,,,EM-DAT,2007-0239,2007
UEI-EM-DAT-FL-2007-0004,2007-06-30,2007-07-13,13,Riverine flood,"Raipur, Bilaspur, Mahasamund, Durg districts (Chhattisgarh province)",,,20.05,81.86,,,,,,,,,EM-DAT,2007-0240,2007
UEI-EM-DAT-FL-2007-0005,2007-06-22,2007-07-04,12,Flash flood,"Kurnool, Mahbubnagar, Guntur, Prakasam, East Godavari, West Godavari, Anantapur, Cuddapah districts (Andhra Pradesh province), Thrissur district (Kerala province), Belgaum, Bijapur, Bagalkot, Kodagu, Hassan, Mysore districts (Karnataka province), Mumbai City, Pune districts (Maharashtra province)",,,14.94,78.16,,,,,,,,,EM-DAT,2007-0250,2007
UEI-EM-DAT-FL-2007-0006,2007-07-21,2007-08-03,13,Riverine flood,"Udaipur, Amarpur cities (South Tripura district, Tripura province), Sonamura citiy (West Tripura district, Tripura province)",,,23.92,91.23,,,,,,,,,EM-DAT,2007-0311,2007
UEI-EM-DAT-FL-2007-0007,2007-07-03,2007-09-22,81,Riverine flood,"Bihar, Uttar Pradesh, Assam, Orissa, West Bengal provinces",,,22.63,88.49,,,,,,,,,EM-DAT,2007-0320,2007
UEI-EM-DAT-FL-2007-0008,2007-08-12,2007-08-17,5,Riverine flood,Himachal Pradesh province,,,31.24,76.53,,,,,,,,,EM-DAT,2007-0364,2007
UEI-EM-DAT-FL-2007-0009,2007-08-08,2007-08-15,7,Riverine flood,Gujarat province,,,22.68,70.93,,,,,,,,,EM-DAT,2007-0415,2007
UEI-EM-DAT-FL-2007-0010,2007-09-22,2007-10-03,11,Coastal flood,"Baleshwar, Kendrapara, Bhadrak, Jagatsinghpur, Jajpur, Mayurbhanj, Khordha, Cuttack, Puri, Kandhamal districts (Orissa province), Kolkata, South 24 Parganas, East Midnapore, West Midnapore, Hughli districts (West Bengal province)",,,20.91,86.4,,,,,,,,,EM-DAT,2007-0467,2007
UEI-EM-DAT-FL-2007-0011,2007-09-16,2007-10-07,21,Riverine flood,"Kurnool, Cuddapah, Warangal, Nalgonda, Karimnagar, Mahbubnagar, Anantapur, Nellore, Krishna districts (Andhra Pradesh province), Gadag district (Karnataka province)",,,15.71,79.88,,,,,,,,,EM-DAT,2007-0469,2007
UEI-EM-DAT-FL-2007-0012,2007-10-27,2007-11-01,5,Riverine flood,"Andhra Pradesh, Tamil Nadu province",,,12.73,79.7,,,,,,,,,EM-DAT,2007-0524,2007
UEI-EM-DAT-FL-2007-0013,2007-08-03,2007-08-27,24,Riverine flood,"Cuttack, Puri, Khordha, Jajpur, Jagatsinghpur districts (Orissa province)",,,20.45,86.2,,,,,,,,,EM-DAT,2007-0596,2007
UEI-EM-DAT-FL-2007-0014,2007-07-12,2007-10-10,90,Riverine flood,"Assam, Arunachal Pradesh, Meghalaya, Manipur provinces",,,27.58,95.26,,,,,,,,,EM-DAT,2007-0602,2007
UEI-EM-DAT-FL-2007-0015,2007-07-16,2007-07-20,4,Riverine flood,Kerala province,,,10.39,76.31,,,,,,,,,EM-DAT,2007-0603,2007
UEI-EM-DAT-FL-2007-0016,2007-02-11,2007-02-16,5,,"Rajasthan, Uttar Pradesh, Madhya Pradesh, Jammu and Kashmir provinces",,,,,,,,,,,,,EM-DAT,2007-0683,2007
UEI-EM-DAT-FL-2008-0001,2008-03-20,2008-03-28,8,,"Tamil Nadu, Karnataka provinces",,,10.76,78.72,,,,,,,,,EM-DAT,2008-0130,2008
UEI-EM-DAT-FL-2008-0002,2008-06-11,2008-07-21,40,Flash flood,"Lakhimpu, Dhemaji, Sonitpur districts (Assam province), West Bengal, Orissa, Bihar, Gujarat, Goa, Haryana, Kerala, Karnataka, Maharastra, Madhya Pradesh, Punjab, Rajasthan, Uttar Pradesh, Tamil Nadu, Arunachal Pradesh, Uttarakhand, Jharkhand provinces",,,25.18,91.54,,,,,,,,,EM-DAT,2008-0246,2008
UEI-EM-DAT-FL-2008-0003,2008-07-05,2008-07-14,9,Riverine flood,"Assam, Bihar, Gujarat, Goa, Haryana, Jharkhand, Kerala, Karnataka, Maharashtra, Madhya Pradesh, Punjab, Orissa, Rajasthan, Uttarakhand, Uttar Pradesh, Tamil Nadu, West Bengal provinces",,,,,,,,,,,,,EM-DAT,2008-0285,2008
UEI-EM-DAT-FL-2008-0004,2008-09-05,2008-09-11,6,Riverine flood,"Khammam, West Godavari, Krishna, Guntur districts (Andhra Pradesh province)",,,16.65,81.38,,,,,,,,,EM-DAT,2008-0415,2008
UEI-EM-DAT-FL-2008-0005,2008-09-14,2008-09-21,7,Riverine flood,"Orissa, Uttar Pradesh, Himachal Pradesh provinces",,,,,,,,,,,,,EM-DAT,2008-0423,2008
UEI-EM-DAT-FL-2008-0006,2008-08-30,2008-09-08,9,Riverine flood,"Muzaffarpur, Supaul, Patna, Katihar, Nalanda, Araria, Pashchim Champaran, Sheikhpura, Saharsa, Purnia, Saran, Begusarai, Bhagalpur, Madhepura, Vaishali, Khagaria districts (Bihar province), Assam province",,,22.044,94.55,,,,,,,,,EM-DAT,2008-0486,2008
UEI-EM-DAT-FL-2008-0007,2008-11-27,2008-12-04,7,Flash flood,"Thiruvallur, Thoothukudi, Villupuram, Ramanathapuram, Tirunelveli Kattabo, Pudukkottai, Kanniyakumari, Nagapattinam, Cuddalore, Chennai districts (Tamil Nadu province), Puducherry, Karaikal districts (Puducherry province)",,,,,,,,,,,,,EM-DAT,2008-0560,2008
UEI-EM-DAT-FL-2008-0008,2008-07-20,2008-08-08,19,Riverine flood,"Lakhimpur, Jorhat districts (Assam province), Uttar Pradesh, Bihar provinces",,,27.5,89.79,,,,,,,,,EM-DAT,2008-0615,2008
UEI-EM-DAT-FL-2009-0001,2009-07-29,2009-07-29,0,Flash flood,Delhi province,,,,,,,,,,,,,EM-DAT,2009-0303,2009
UEI-EM-DAT-FL-2009-0002,/07/2009,/09/2009,Diffing the dates,Riverine flood,"Bihar, Orissa, West Bengal, Assam, Kerala, Gujarat, Karnataka provinces",,,,,,,,,,,,,EM-DAT,2009-0409,2009
UEI-EM-DAT-FL-2009-0003,2009-09-25,2009-10-12,17,Riverine flood,"Belgaum, Gulbarga, Bijapur, Raichur, Dharwad, Bagalkot, Bellary, Koppal, Haveri, Bidar, Gadag, Davanegere, Uttar Kannand, Dakshin Kannad districts (Karnataka province), Kurnool, Mahbubnagar, Karimnagar, Anantapur, Krishna, Cuddapah, Guntur, Khammam, Nalgonda districts (Andhra Pradesh province), Maharashtra province",,,15.71,78.23,,,,,,,,,EM-DAT,2009-0429,2009
UEI-EM-DAT-FL-2009-0004,2009-10-09,2009-10-09,0,Riverine flood,Jainta Hills district (Meghalaya province),,,,,,,,,,,,,EM-DAT,2009-0443,2009
UEI-EM-DAT-FL-2009-0005,2009-11-03,2009-11-08,5,Riverine flood,"Ooty, Coonoor cities (Nilgiris district, Tamil Nadu)",,,11.47,77.85,,,,,,,,,EM-DAT,2009-0483,2009
UEI-EM-DAT-FL-2009-0006,2009-08-26,2009-08-28,2,Riverine flood,"Darbhanga, Purnia, Sitamarhi, Saharsa, Madhubani districts (Bihar province)",,,,,,,,,,,,,EM-DAT,2009-0638,2009
UEI-EM-DAT-FL-2010-0001,2010-07-05,2010-07-15,10,Riverine flood,"Ambala, Kurukshetra districts (Haryana province), Punjab, Kerala provinces",,,30.18,74.77,,,,,,,,,EM-DAT,2010-0276,2010
UEI-EM-DAT-FL-2010-0002,2010-05-18,2010-05-24,6,Riverine flood,Andhra Pradesh province,,,15.22,79.48,,,,,,,,,EM-DAT,2010-0283,2010
UEI-EM-DAT-FL-2010-0003,2010-07-13,2010-07-13,0,Riverine flood,Delhi province,,,,,,,,,,,,,EM-DAT,2010-0321,2010
UEI-EM-DAT-FL-2010-0004,2010-08-06,2010-08-08,2,Flash flood,"Leh, Cholglamsar villages (72785 district, Jammu and Kashmir province)",,,33.53,76.12,,,,,,,,,EM-DAT,2010-0373,2010
UEI-EM-DAT-FL-2010-0005,2010-09-05,2010-09-17,12,Riverine flood,Lakhimpur district (Assam province),,,26.235,92.25,,,,,,,,,EM-DAT,2010-0416,2010
UEI-EM-DAT-FL-2010-0006,2010-09-18,2010-09-30,12,Riverine flood,"Almora, Naini Tal districts (Uttarakhand province), Bihar, Uttar Pradesh provinces",,,26.73,82.84,,,,,,,,,EM-DAT,2010-0492,2010
UEI-EM-DAT-FL-2010-0007,2010-09-09,2010-09-09,0,Riverine flood,"Punjab, Haryana, Uttar Pradesh provinces",,,25.965,76.05,,,,,,,,,EM-DAT,2010-0493,2010
UEI-EM-DAT-FL-2010-0008,2010-11-15,2010-12-07,22,Riverine flood,"Chennai, Cuddalore, Nagapattinam, Pudukottai, Ramanthapuram, Thanjavur, Thiruvallur, Villupuram, Thoothukudi, Tirunelveli Kattabo districts (Tamil Nadu province)",,,9.88,78.47,,,,,,,,,EM-DAT,2010-0629,2010
UEI-EM-DAT-FL-2011-0001,2011-08-10,2011-09-13,34,Riverine flood,West Bengal province,,,22.306,88.34,,,,,,,,,EM-DAT,2011-0327,2011
UEI-EM-DAT-FL-2011-0002,2011-09-23,2011-10-23,30,Riverine flood,"Angul, Baleshwar, Baragarh, Bhadrak, Boudh, Cuttack, Deogarh, Dhenkanal, Jajpur, Jagatsinghpur, Jharsuguda, Kendrapara, Khordha, Mayurbhanj, Nayagarh, Nuapada, Puri, Sambalpur districts (Orissa province)",,,20.651,86.0,,,,,,,,,EM-DAT,2011-0371,2011
UEI-EM-DAT-FL-2011-0003,2011-08-15,2011-09-08,24,Riverine flood,"Dhemaji district (Assam province), East Garo Hills, South Garo Hills, West Garo Hills districts (Meghalaya province)",,,26.59,92.18,,,,,,,,,EM-DAT,2011-0422,2011
